Symbol,Date,Close
NFLX,8/15/2018,326.4
NFLX,8/16/2018,322.44
NFLX,8/17/2018,316.78
NFLX,8/20/2018,327.73
NFLX,8/21/2018,338.02
NFLX,8/22/2018,344.44
NFLX,8/23/2018,339.17
NFLX,8/24/2018,358.82
NFLX,8/27/2018,364.58
NFLX,8/28/2018,368.49
NFLX,8/29/2018,368.04
NFLX,8/30/2018,370.98
NFLX,8/31/2018,367.68
NFLX,9/4/2018,363.6
NFLX,9/5/2018,341.18
NFLX,9/6/2018,346.46
NFLX,9/7/2018,348.68
NFLX,9/10/2018,348.41
NFLX,9/11/2018,355.93
NFLX,9/12/2018,369.95
NFLX,9/13/2018,368.15
NFLX,9/14/2018,364.56
NFLX,9/17/2018,350.35
NFLX,9/18/2018,367.65
NFLX,9/19/2018,366.96
NFLX,9/20/2018,365.36
NFLX,9/21/2018,361.19
NFLX,9/24/2018,369.61
NFLX,9/25/2018,369.43
NFLX,9/26/2018,377.88
NFLX,9/27/2018,380.71
NFLX,9/28/2018,374.13
NFLX,10/1/2018,381.43
NFLX,10/2/2018,377.14
NFLX,10/3/2018,377.05
NFLX,10/4/2018,363.65
NFLX,10/5/2018,351.35
NFLX,10/8/2018,349.1
NFLX,10/9/2018,355.71
NFLX,10/10/2018,325.89
NFLX,10/11/2018,321.1
NFLX,10/12/2018,339.56
NFLX,10/15/2018,333.13
NFLX,10/16/2018,346.4
NFLX,10/17/2018,364.7
NFLX,10/18/2018,346.71
NFLX,10/19/2018,332.67
NFLX,10/22/2018,329.54
NFLX,10/23/2018,333.16
NFLX,10/24/2018,301.83
NFLX,10/25/2018,312.87
NFLX,10/26/2018,299.83
NFLX,10/29/2018,284.84
NFLX,10/30/2018,285.81
NFLX,10/31/2018,301.78
NFLX,11/1/2018,317.38
NFLX,11/2/2018,309.1
NFLX,11/5/2018,315.44
NFLX,11/6/2018,310.84
NFLX,11/7/2018,327.5
NFLX,11/8/2018,317.92
NFLX,11/9/2018,303.47
NFLX,11/12/2018,294.07
NFLX,11/13/2018,294.4
NFLX,11/14/2018,286.73
NFLX,11/15/2018,290.06
NFLX,11/16/2018,286.21
NFLX,11/19/2018,270.6
NFLX,11/20/2018,266.98
NFLX,11/21/2018,262.13
NFLX,11/23/2018,258.82
NFLX,11/26/2018,261.43
NFLX,11/27/2018,266.63
NFLX,11/28/2018,282.65
NFLX,11/29/2018,288.75
NFLX,11/30/2018,286.13
NFLX,12/3/2018,290.3
NFLX,12/4/2018,275.33
NFLX,12/6/2018,282.88
NFLX,12/7/2018,265.14
NFLX,12/10/2018,269.7
NFLX,12/11/2018,265.32
NFLX,12/12/2018,274.88
NFLX,12/13/2018,276.02
NFLX,12/14/2018,266.84
NFLX,12/17/2018,262.8
NFLX,12/18/2018,270.94
NFLX,12/19/2018,266.77
NFLX,12/20/2018,260.58
NFLX,12/21/2018,246.39
NFLX,12/24/2018,233.88
NFLX,12/26/2018,253.67
NFLX,12/27/2018,255.57
NFLX,12/28/2018,256.08
NFLX,12/31/2018,267.66
NFLX,1/2/2019,267.66
NFLX,1/3/2019,271.2
NFLX,1/4/2019,297.57
NFLX,1/7/2019,315.34
NFLX,1/8/2019,320.27
NFLX,1/9/2019,319.96
NFLX,1/10/2019,324.66
NFLX,1/11/2019,337.59
NFLX,1/14/2019,332.94
NFLX,1/15/2019,354.64
NFLX,1/16/2019,351.39
NFLX,1/17/2019,353.19
NFLX,1/18/2019,339.1
NFLX,1/22/2019,325.16
NFLX,1/23/2019,321.99
NFLX,1/24/2019,326.67
NFLX,1/25/2019,338.05
NFLX,1/28/2019,335.66
NFLX,1/29/2019,328.9
NFLX,1/30/2019,340.66
NFLX,1/31/2019,339.5
NFLX,2/1/2019,339.85
NFLX,2/4/2019,351.34
NFLX,2/5/2019,355.81
NFLX,2/6/2019,352.19
NFLX,2/7/2019,344.71
NFLX,2/8/2019,347.57
NFLX,2/11/2019,345.73
NFLX,2/12/2019,359.97
NFLX,2/13/2019,351.77
NFLX,2/14/2019,359.07
NFLX,2/15/2019,356.87
NFLX,2/19/2019,361.92
NFLX,2/20/2019,359.91
NFLX,2/21/2019,356.97
NFLX,2/22/2019,363.02
NFLX,2/25/2019,363.91
NFLX,2/26/2019,364.97
NFLX,2/27/2019,362.87
NFLX,2/28/2019,358.1
NFLX,3/1/2019,357.32
NFLX,3/4/2019,351.04
NFLX,3/5/2019,354.3
NFLX,3/6/2019,359.61
NFLX,3/7/2019,352.6
NFLX,3/8/2019,349.6
NFLX,3/11/2019,358.86
NFLX,3/12/2019,356.27
NFLX,3/13/2019,361.21
NFLX,3/14/2019,358.82
NFLX,3/15/2019,361.46
NFLX,3/18/2019,363.44
NFLX,3/19/2019,358.78
NFLX,3/20/2019,375.22
NFLX,3/21/2019,377.87
NFLX,3/22/2019,361.01
NFLX,3/25/2019,366.23
NFLX,3/26/2019,359.97
NFLX,3/27/2019,353.37
NFLX,3/28/2019,354.61
NFLX,3/29/2019,356.56
NFLX,4/1/2019,366.96
NFLX,4/2/2019,367.72
NFLX,4/3/2019,369.75
NFLX,4/4/2019,367.88
NFLX,4/5/2019,365.49
NFLX,4/8/2019,361.41
NFLX,4/9/2019,364.71
NFLX,4/10/2019,363.92
NFLX,4/11/2019,367.65
NFLX,4/12/2019,351.14
NFLX,4/15/2019,348.87
NFLX,4/16/2019,359.46
NFLX,4/17/2019,354.74
NFLX,4/18/2019,360.35
NFLX,4/22/2019,377.34
NFLX,4/23/2019,381.89
NFLX,4/24/2019,374.23
NFLX,4/25/2019,368.33
NFLX,4/26/2019,374.85
NFLX,4/29/2019,371.83
NFLX,4/30/2019,370.54
NFLX,5/1/2019,378.81
NFLX,5/2/2019,379.06
NFLX,5/3/2019,385.03
NFLX,5/6/2019,378.67
NFLX,5/7/2019,370.46
NFLX,5/8/2019,364.37
NFLX,,
NFLX,,
NFLX,,
